segment,mean,var,std,len_weighted,gaps_squared,n_peaks,smooth10_n_peaks,smooth20_n_peaks,var_div_duration,var_div_len,diff_peaks,diff2_peaks,diff_var,diff2_var,kurtosis,skew
1138,0.2548784047727273,0.0581011146310935,0.2410417279872793,220,1075,1,1,1,0.0002702377424702,0.0013204798779793,4,12,0.0015589722969875,0.0002437861976856,-1.5479481958771972,0.3676301367048711
1139,0.2796552180434782,0.0704052426683561,0.2653398625694152,230,1125,1,1,1,0.0003129121896371,0.0015305487536599,2,5,0.0016997328182291,0.0004337372591533,-1.4352681759395485,0.3517694642655073
1140,0.2786502455999999,0.0801562315023625,0.2831187586550254,250,1225,1,1,1,0.0003271682918463,0.0016031246300472,3,11,0.0016830784756392,0.0003137232134972,-1.41734252239162,0.4406079040541606
1141,0.3219742313636363,0.0795105006988235,0.2819760640530035,220,1075,1,1,1,0.0003698162823201,0.0018070568340641,2,7,0.0019819880766979,0.0004386574866921,-1.5477785298748328,0.1950612065618694
1142,0.2930981734782608,0.0749032767672541,0.273684630126089,230,1125,1,1,1,0.0003329034522989,0.0016283321036359,3,7,0.0017592562878328,0.0003964719580459,-1.4824678026084197,0.3313514309806169
1143,0.2717618844444444,0.0731494852417835,0.2704616150986744,225,1100,1,1,1,0.0003324976601899,0.001625544116484,3,4,0.0020079703152804,0.0008690995101497,-1.487269601297868,0.3782150255405814
1144,0.2547181328888889,0.0651486667014556,0.2552423685469471,225,1100,1,1,1,0.0002961303031884,0.0014477481489212,1,3,0.0017851569320196,0.0006129992452995,-1.4649374883266362,0.375778659063553
1145,0.2399835845454545,0.0587814972941038,0.2424489581212999,220,1075,1,1,1,0.0002734023129958,0.0013359431203205,1,9,0.0016021747268065,0.0002198164636076,-1.509409281484691,0.4161021993743364
1146,0.2298076757142857,0.0559401507881876,0.2365167029792771,210,1025,1,1,1,0.0002728787843326,0.0013319083520997,2,4,0.0018088637719881,0.0007268753179504,-1.3866767194337035,0.4603706220310977
1147,0.2162670511111111,0.0529750856568362,0.2301631718082548,225,1100,1,1,1,0.0002407958438947,0.0011772241257074,2,8,0.0013881062638227,0.0001652177565093,-1.3849572633879816,0.4985929230925803
1148,0.2209572882608695,0.0552133413479726,0.2349751930480591,230,1125,1,1,1,0.0002453926282132,0.0012002900293037,1,10,0.0014220076752913,0.0001544250869224,-1.4597882603752592,0.4714169022878874
1149,0.3319349655102041,0.1680938173986113,0.4099924601728809,245,1200,1,1,1,0.0007003909058275,0.0034304860693594,1,8,0.0045286232504212,0.0003984546395612,-1.0648133427309296,0.7589704516518769
1150,0.378057962962963,0.2394401943382209,0.4893262657350624,270,1325,1,1,1,0.000903547903163,0.00443407767293,1,4,0.0061721572135471,0.0014102484212307,-0.8200214203417562,0.8693407469739924
1151,0.3552066020408164,0.2077407711882638,0.4557858830506534,245,1200,1,1,1,0.0008655865466177,0.0042396075752706,1,2,0.0058919897457229,0.0004113452806046,-0.8541982618280426,0.8631890190109527
1153,0.2549064340909091,0.1144038702502254,0.3382364117747015,220,1075,1,1,1,0.0005321110244196,0.0026000879602323,1,3,0.0048000331089074,0.0015800153461633,-1.0007254736784716,0.8309298439342435
1154,0.2548970243902439,0.1185440856234384,0.3443023171915031,205,1000,1,1,1,0.0005927204281171,0.0028913191615472,1,3,0.0057857977027999,0.0018248263028717,-0.9034945841171012,0.8771982713353376
1155,0.2284386968181818,0.1069560144029434,0.3270413038179481,220,1075,1,1,1,0.0004974698344322,0.0024308185091578,1,2,0.0046381465193191,0.0005597730334061,-0.5748468141665657,1.03691545012979
1157,0.2451616658536585,0.098893877308808,0.3144739692070046,205,1000,1,1,1,0.000494469386544,0.0024120457880197,1,7,0.004057129256264,0.0004595145258825,-1.0254237235266463,0.8114717890239227
1159,0.2679335046153846,0.1130102325811946,0.3361699459814851,195,950,1,1,1,0.0005947906977957,0.0028976982713126,1,2,0.004894841238718,0.000522371186436,-1.0139278964001828,0.7942815975456751
1160,0.2256087138297872,0.103211992144625,0.3212662324998148,235,1150,1,1,1,0.0004487477919331,0.0021959998328643,1,3,0.0041595043682142,0.0008794581886045,-0.5497859235054348,1.0480229763794515
1161,0.277833734,0.1050796342705981,0.3241598899780757,200,975,1,1,1,0.0005388699193364,0.0026269908567649,1,2,0.0044082595727991,0.0007222614205399,-1.1073730104424735,0.7372257293475085
1162,0.248648635,0.0942122776521769,0.3069401857889854,240,1175,1,1,1,0.0004009033091581,0.0019627557844203,2,3,0.0039080797446464,0.0017763310852918,-0.7806617544978467,0.947211739428416
1164,0.3197443021951219,0.1036171565316648,0.321896189060487,205,1000,1,1,1,0.0005180857826583,0.0025272477202845,1,5,0.0046652457768052,0.0009048363396295,-1.0251352502263444,0.7498698733713326
1165,0.3079936972093023,0.1053690908532156,0.3246060548622217,215,1050,1,1,1,0.0005017575754915,0.0024504439733305,1,5,0.0042580390822353,0.0004661691516158,-0.8120965278186154,0.8630135212754183
1167,0.2233631938297872,0.0802844917467529,0.2833451812661598,235,1150,1,1,1,0.0003490630075945,0.0017081806754628,1,5,0.0030338645543846,0.0003333730623725,-0.6215524200700342,1.01623499573158
1169,0.173880518125,0.0661970945228879,0.2572879603146792,240,1175,1,1,1,0.0002816897639271,0.0013791061358934,1,5,0.0026129109714582,0.0003187825001371,-0.4484799828174677,1.1078817109846746
1171,-1.4977944224358971e-05,2.7684092701316905e-10,1.663853740606935e-05,780,3875,1,1,1,3.572140993718311e-13,1.774621327007494e-12,40,48,6.85480128946394e-13,6.628469553734424e-13,-1.451591239317861,0.1705019394125655
1172,4.837359070754717e-06,2.21513841290424e-10,1.4883341066118991e-05,530,2625,1,1,1,4.2193112626747445e-13,2.0897532197209813e-12,29,33,1.0758399315159706e-12,8.30480999260085e-13,-1.472772931547792,0.2142186744309811
1173,4.28058668e-06,4.66443042078764e-10,2.1597292471019696e-05,500,2475,1,1,1,9.42309175916695e-13,4.66443042078764e-12,20,34,2.186677572844977e-12,7.91717729876564e-13,-1.407867945843621,0.1476467888156948
1174,-5.220210990566038e-06,5.530914399005239e-10,2.3517896162295724e-05,530,2625,1,1,1,1.0535075045724264e-12,5.217843772646452e-12,19,33,2.1971856884172453e-12,7.404402572533509e-13,-1.3949687298837925,0.1828492988790829
1175,-1.3272363110399998e-05,3.728525672238841e-10,1.930939064869433e-05,625,3100,1,1,1,6.013751084256195e-13,2.982820537791073e-12,29,40,1.1819689723830878e-12,6.24833336707645e-13,-1.3785802705507588,0.2449754959262584
1178,1.4095842966148148e-05,1.4029330531797829e-10,1.1844547493170785e-05,675,3350,1,1,1,2.0939299301190798e-13,1.0392096690220616e-12,42,46,4.207009879943668e-13,6.643559862827436e-13,-0.9646031500191876,-0.4542929625355592
1179,7.808766379032256e-06,2.43858580351483e-10,1.5615971963073034e-05,620,3075,1,1,1,3.9651801683167984e-13,1.966601454447444e-12,35,42,8.878429920555894e-13,7.415288075329442e-13,-1.4291123166956614,0.2537273358961037
1180,8.891236694214877e-07,3.6714548407584277e-10,1.9161040787907186e-05,605,3000,1,1,1,6.119091401264047e-13,3.034260198973908e-12,36,40,1.257607015610022e-12,7.16262241097676e-13,-1.4362106492130058,0.1270339549691564
1181,4.377031121495327e-06,8.021137809115049e-10,2.8321613317597303e-05,535,2650,1,1,1,1.5134222281349149e-12,7.496390475808457e-12,19,33,2.6644375178947186e-12,7.721233946957461e-13,-1.3362806432018086,0.0561059223506037
1185,-2.073752792978724e-05,2.76611990319224e-10,1.663165627107607e-05,470,2361,1,1,1,5.948644953101592e-13,2.9426807480768517e-12,24,29,1.3669049355970417e-12,9.041786087455828e-13,-1.2724178438826792,-0.1286152097177212
1187,1.353925053960396e-05,1.9618387881041743e-10,1.4006565560851006e-05,505,2500,1,1,1,3.923677576208349e-13,1.9424146416873016e-12,28,33,9.174530776807254e-13,6.58101091202029e-13,-1.3967328680885132,0.0047107458427755
1188,-1.0065025890410943e-07,4.714716522416361e-10,2.1713397989297677e-05,730,3625,1,1,1,6.503057272298431e-13,3.2292578920660017e-12,35,48,7.599421524277867e-13,4.3471196212774383e-13,-1.1615266081080389,-0.2311894441571073
1191,-7.543322086419753e-06,6.934569419526643e-10,2.633357062672406e-05,405,2000,1,1,1,1.733642354881661e-12,8.561196814230423e-12,15,26,4.367555060005213e-12,8.348994786904216e-13,-1.4654707828333875,0.0826458925803019
1193,3.6311094920634927e-06,5.816882978982863e-10,2.4118215064516822e-05,315,1550,1,1,1,1.876413864188021e-12,9.233147585687088e-12,10,20,6.411670268271057e-12,1.219976960654056e-12,-1.4067721665600754,0.0341698031702652
1195,1.2352353148148144e-06,2.2306566808076242e-10,1.49353830911953e-05,270,1336,1,1,1,8.385927371457236e-13,4.130845705199304e-12,10,18,3.227871339440499e-12,7.27272925041015e-13,-1.3529593307072183,-0.0594054475413641
1196,-6.719469719298246e-06,2.534836296755511e-10,1.592116923079304e-05,285,1425,1,1,1,9.020769739343456e-13,4.4470812223780895e-12,11,19,3.3670705991402654e-12,9.052947565509028e-13,-1.441404472554171,0.0631407962504086
1197,8.327526037037036e-06,3.640970256658789e-10,1.9081326622273382e-05,270,1336,1,1,1,1.3791554002495413e-12,6.742537512331089e-12,9,18,3.849851445130579e-12,8.830555603287551e-13,-0.98581285464715,-0.432506483798871
1199,-6.41503795918367e-07,1.4206516220508738e-10,1.1919109119606524e-05,245,1232,1,1,1,5.870461248144106e-13,2.8992890245936198e-12,11,16,1.947993054303832e-12,6.087309811360216e-13,-0.92184205980643,-0.5016231535208191
1200,3.75364263877551e-06,2.5442679394551896e-10,1.5950761547509856e-05,245,1200,1,1,1,1.0601116414396625e-12,5.1923835499085495e-12,5,16,3.2388729966109805e-12,4.676647082058885e-13,-1.0746854016806031,-0.4137340826586285
1208,-3.6802022222222205e-07,4.2811879022006867e-10,2.0691031637404372e-05,225,1100,1,1,1,1.9459945010003122e-12,9.513750893779305e-12,4,17,8.794479451030992e-12,8.849607215346688e-13,-1.4882542379858033,-0.1095380277660695
1209,-2.747563906976744e-06,3.59086310769168e-10,1.894957283869924e-05,215,1050,1,1,1,1.7099348131865144e-12,8.35084443649228e-12,5,15,8.289831088412108e-12,1.0986689373696385e-12,-1.50061112548888,0.0101090904455506
1210,1.3518090740740737e-06,8.023523300713864e-10,2.8325824437629108e-05,270,1325,1,1,1,3.0277446417788167e-12,1.4858376482803452e-11,6,17,1.1744465209461232e-11,1.5693580802976326e-12,-1.4147948269397732,0.0049969737010733
1211,-9.551849411764707e-07,2.5473245102425636e-10,1.5960339940748642e-05,255,1250,1,1,1,1.0189298040970256e-12,4.994753941652087e-12,8,16,4.10967762679928e-12,1.2181504696229941e-12,-1.2598928503859177,-0.1747200086103276
1212,-1.2202560204081633e-06,1.4022389780802955e-10,1.1841617195638e-05,245,1200,1,1,1,5.842662408667899e-13,2.861712200163869e-12,11,16,2.5568930195489587e-12,6.658902175232012e-13,-1.4217907388641926,-0.1376080464335136
1214,1.1971897307692308e-06,2.1279966335931472e-10,1.4587654484505545e-05,195,950,1,1,1,1.1199982282069197e-12,5.4564016245978135e-12,7,13,6.112233527023889e-12,1.4318399066901237e-12,-1.501930045908895,0.014196186493278
1216,-1.583977244444444e-06,5.019947241059472e-10,2.2405238764760963e-05,225,1125,1,1,1,2.271469339845916e-12,1.1155438313465496e-11,4,15,1.0383809051884446e-11,1.3763203368616372e-12,-1.485036598869908,0.0107510514651059
1217,1.3620856122448975e-06,7.244838719055546e-10,2.6916238071200718e-05,245,1229,1,1,1,3.006157144836327e-12,1.4785385140929688e-11,4,14,1.2682680085571873e-11,1.7564558513510353e-12,-1.502685994525282,0.0854768871282625
1218,-2.374942465116279e-06,2.8345670834566545e-10,1.683617261570056e-05,215,1077,1,1,1,1.3433967220173717e-12,6.592016473155011e-12,6,14,3.77956097850295e-12,1.1550389819965106e-12,-0.7528953058415517,-0.7107135649219842
1219,-2.0670441477272727e-06,2.525543963033148e-10,1.5891960115206517e-05,220,1091,1,1,1,1.174671610713092e-12,5.739872643257154e-12,9,15,3.562264435311971e-12,2.017909609224359e-12,-0.8816526192440333,-0.6303577361966589
1220,2.6227284782608697e-06,3.970985861523216e-10,1.992733264017845e-05,230,1145,1,1,1,1.7648826051214293e-12,8.632577959833078e-12,7,16,7.45216082517778e-12,1.2406773928772744e-12,-1.3231264289401166,-0.1054787488204476
1222,-1.8193134791666664e-06,6.82593914559164e-10,2.612649832180279e-05,240,1186,1,1,1,2.9170680109365986e-12,1.422070655331592e-11,5,16,1.2474570281911809e-11,1.48853419823859e-12,-1.5157511290612662,0.0660765899837946
1224,-2.963938177777778e-06,1.6090757014173191e-10,1.2684934770889912e-05,180,886,1,1,1,9.14247557623477e-13,4.46965472615922e-12,5,10,5.32335063260027e-12,1.083934707829896e-12,-1.407680885076986,0.0194953379787342
1225,4.483487179487182e-07,2.6284915223879055e-10,1.6212623237428008e-05,195,950,1,1,1,1.383416590730477e-12,6.739721852276682e-12,4,12,7.334818245234347e-12,1.352110347392403e-12,-1.4387248270899704,0.0851918673370093
1226,-4.130150277777778e-06,2.7368992367876937e-10,1.6543576508082206e-05,180,875,1,1,1,1.5639424210215396e-12,7.602497879965817e-12,4,11,8.077078405034287e-12,1.3068508803121108e-12,-1.1347567924891202,-0.284453688230814
1227,-1.6904924999999998e-06,8.392014933286643e-10,2.896897466823195e-05,220,1075,1,1,1,3.903262759668206e-12,1.9072761212015098e-11,4,13,1.7716205579906654e-11,1.504235897070522e-12,-1.4715424808093898,0.0217412109983411
1228,-1.5860454000000003e-06,1.064600167738303e-09,3.262821122492471e-05,225,1100,1,1,1,4.839091671537741e-12,2.3657781505295624e-11,6,15,2.162202840015524e-11,2.233309925836084e-12,-1.481975544107864,-0.0020161310648043
1229,1.1799474313725492e-06,8.307731004703248e-10,2.882313481338081e-05,255,1250,1,1,1,3.3230924018813e-12,1.6289668636673038e-11,8,17,1.274980514532284e-11,1.7157195211007752e-12,-1.2386375899463982,-0.1281545708379351
1230,-7.482004739130435e-06,1.0252541876243643e-10,1.0125483631038888e-05,230,1125,1,1,1,4.55668527833051e-13,2.228813451357314e-12,8,15,2.237880884809462e-12,7.426537915705623e-13,-1.4602973899825724,0.0187488924108231
1231,2.464412708333333e-07,1.1904725461705055e-10,1.0910877811480182e-05,240,1175,1,1,1,5.065840622002154e-13,2.4801511378552207e-12,11,15,1.9634726376662336e-12,7.642805510565411e-13,-1.0621483964786915,-0.3305844812794678
1232,-8.209797142857142e-07,1.7644678121787055e-10,1.3283327189295254e-05,245,1211,1,1,1,7.321443204061018e-13,3.600954718732052e-12,7,16,3.21598474308816e-12,1.0387606683714448e-12,-1.4248098654438237,-0.0718223552082807
1234,-9.066485581395348e-07,1.319769007026213e-10,1.14881199812076e-05,215,1084,1,1,1,6.225325504840628e-13,3.0692302488981696e-12,11,14,3.2566751979580585e-12,1.0797216375146129e-12,-1.516452572728595,-0.0631608718702567
1236,-3.085101057142857e-06,5.86260898132516e-11,7.656767582554115e-06,175,850,1,1,1,3.448593518426565e-13,1.6750311375214742e-12,6,10,2.33180855707417e-12,9.902889640189993e-13,-1.4357010471344067,0.029088833053837
1237,1.387771136363636e-06,3.0391349346214194e-10,1.743311485254835e-05,220,1097,1,1,1,1.4005230113462762e-12,6.907124851412317e-12,5,11,6.4347745027838834e-12,9.176552746251701e-13,-1.2766863973336935,-0.1258796683349023
1238,2.64731201e-06,6.043532551031832e-10,2.458359727751785e-05,250,1225,1,1,1,2.4667479800129934e-12,1.2087065102063666e-11,6,17,1.00138166560073e-11,1.271467543838155e-12,-1.4539604437469769,0.0513500401953573
1239,-5.134359326086955e-06,1.8385141818930868e-10,1.3559182061957453e-05,230,1125,1,1,1,8.171174141747055e-13,3.996769960637146e-12,7,15,3.686431786162958e-12,5.756622705587313e-13,-1.4789278265583252,-0.0036995605497429
1241,-2.343987326530612e-06,7.716594820678988e-10,2.777875954876133e-05,245,1200,1,1,1,3.2152478419495786e-12,1.5748152695263238e-11,2,15,1.3194090165030764e-11,1.1116588308365097e-12,-1.483837210594646,0.0459979390043531
1243,-2.3720408096774197e-06,9.692409906675675e-11,9.845003761642592e-06,155,750,1,1,1,6.461606604450451e-13,3.1265838408631213e-12,6,9,2.736355083763223e-12,7.536796570866037e-13,-0.7383670186410702,-0.6943789080289621
1244,6.549274210526309e-07,2.4795508861338627e-10,1.5746589745509543e-05,190,925,1,1,1,1.340297776288575e-12,6.525133910878587e-12,6,13,5.718659223527953e-12,1.6538712064033568e-12,-0.6751692041594599,-0.63457806584724
1245,1.4202753658536588e-07,5.759233404674095e-10,2.399840287326241e-05,205,1000,1,1,1,2.8796167023370477e-12,1.4046910743107548e-11,4,14,1.4338677714373547e-11,1.6345424132055198e-12,-1.5064752567231996,0.0192012356043721
1246,-1.101507545454545e-06,8.765090031207233e-10,2.9605894736027207e-05,220,1075,1,1,1,4.0767860610266195e-12,1.9920659161834623e-11,4,14,1.8292200460842523e-11,1.708311672622523e-12,-1.4450146559038213,-0.021549735010087
1247,-3.111809468085106e-06,8.554399409669787e-10,2.924790489876119e-05,235,1150,1,1,1,3.719304091160777e-12,1.820084980780806e-11,4,18,1.606413522626734e-11,1.973685189732221e-12,-1.470098597811938,-0.0195362313491923
1248,-3.141662727272722e-07,8.14310050569041e-10,2.853611835146892e-05,275,1350,1,1,1,3.015963150255708e-12,1.4805637283073475e-11,3,20,1.1304732487090703e-11,1.3667787352829278e-12,-1.4827598988938804,0.0529480358387663
1249,9.192845999999997e-07,1.8209907638797855e-10,1.3494409078873316e-05,225,1122,1,1,1,8.202661098557593e-13,4.04664614195508e-12,4,15,3.932351109217063e-12,8.038337831009097e-13,-1.5090056661675042,0.083878044617229
1250,-7.626578043478271e-07,3.4048446352235866e-10,1.8452221099974896e-05,230,1125,1,1,1,1.5132642823215945e-12,7.401836163529537e-12,8,16,6.271046103916489e-12,9.622093284387728e-13,-1.2083524721355778,-0.2108403811307441
1251,-2.3223878820000003e-06,4.934675091384975e-10,2.221412859282348e-05,250,1225,1,1,1,2.0141530985244807e-12,9.869350182769953e-12,5,15,8.27667099206686e-12,1.3067493307467594e-12,-1.4899302619622274,0.0201306465265184
1252,1.2761622222222226e-06,7.09484680294884e-10,2.663615363176305e-05,270,1325,1,1,1,2.677300680358053e-12,1.3138605190646e-11,7,16,1.0171075864161269e-11,1.511327307899998e-12,-1.473740689969644,0.0641780218393331
1254,-7.905577288135593e-07,2.470849059660999e-10,1.5718934632032156e-05,295,1450,1,1,1,8.520169171244823e-13,4.187879762137286e-12,15,18,2.853081780239648e-12,8.716532903226689e-13,-1.3594490792868776,-0.0391068687512043
1255,-6.69916810212766e-06,2.59488945418501e-10,1.610866057183219e-05,235,1150,1,1,1,1.1282128061673957e-12,5.521041391883e-12,9,17,3.868320903799666e-12,1.2672432956324686e-12,-0.7142111332659273,-0.6446980726320892
1256,2.4627120000000017e-07,9.110517116796785e-10,3.0183633175608243e-05,250,1225,1,1,1,3.718578415019096e-12,1.8221034233593568e-11,3,14,1.501620648529146e-11,8.995915283993057e-13,-1.5040574535349926,0.028028608166366
1258,3.021025428571429e-06,4.0313938387881775e-10,2.0078331202538167e-05,210,1025,1,1,1,1.966533579896672e-12,9.598556759019469e-12,5,13,7.872057102052401e-12,1.2874245264456005e-12,-0.7779494085122289,-0.561486957143853
1260,1.4689245756097565e-06,1.662178154696417e-10,1.2892548835263016e-05,205,1000,1,1,1,8.310890773482088e-13,4.054093060235165e-12,5,11,4.238231856038289e-12,4.927419438716874e-13,-1.4982220040861374,0.0989761693870117
1261,-3.913729880487805e-06,4.0191767906679965e-10,2.0047884653169763e-05,205,1038,1,1,1,1.989691480528712e-12,9.802870221141456e-12,3,13,7.62213225504181e-12,7.26787076360385e-13,-1.0030676441102269,-0.4514442250290481
1263,-3.721768125e-07,2.3903397273223744e-10,1.5460723551381334e-05,240,1186,1,1,1,1.012855816662023e-12,4.9798744319216135e-12,6,15,4.501797828428061e-12,1.039198762464584e-12,-1.461437401336191,-0.0110877201036299
1264,-2.6569397275000003e-06,1.1002528813119002e-10,1.048929397677413e-05,200,975,1,1,1,5.642322468266155e-13,2.7506322032797506e-12,10,15,1.987240487733368e-12,6.56440350832171e-13,-0.5688770038512643,-0.7922105156817004
1265,1.4205576458333337e-06,4.79688856902246e-10,2.190180031189779e-05,240,1175,1,1,1,2.04122917830743e-12,9.993517852130128e-12,2,14,8.540726344948639e-12,6.205203890419342e-13,-1.4199950532020085,-0.0705252951309502
1268,-8.087627133333332e-06,1.2210099073565335e-10,1.1049931707284592e-05,255,1250,1,1,1,4.884039629426135e-13,2.3941370732481054e-12,7,17,2.015010654100225e-12,4.608274731039967e-13,-1.431485437723679,0.0271652306378413
1269,-4.19111820625e-06,1.4017537502188575e-10,1.183956819406374e-05,240,1175,1,1,1,5.964909575399395e-13,2.920320312955953e-12,6,15,2.4712583382161146e-12,5.556528166064048e-13,-1.2925655770328155,-0.0868631687015503
1270,4.122817755102041e-06,4.3323663514771124e-10,2.081433724978317e-05,245,1200,1,1,1,1.805152646448797e-12,8.841563982606353e-12,9,15,7.683047229124305e-12,1.2916266048794018e-12,-1.5037046792225723,0.1147107811080919
1271,-2.1687474897959178e-06,3.1664901387743256e-10,1.779463441258158e-05,245,1200,1,1,1,1.319370891155969e-12,6.462224773008828e-12,9,15,5.531328517247708e-12,9.12491096625382e-13,-1.4684488956824886,0.0138945576557835
1272,-1.7456939200000005e-06,3.1867154349515596e-10,1.785137371451161e-05,250,1225,1,1,1,1.3007001775312488e-12,6.3734308699031186e-12,7,15,5.371660856307532e-12,8.958147723523883e-13,-1.4576435358284214,-0.0160488168948896
1274,4.312911183673469e-06,2.8843859700512167e-10,1.698348012055014e-05,245,1200,1,1,1,1.2018274875213406e-12,5.886501979696362e-12,5,15,5.092407721991243e-12,7.638011560827104e-13,-1.4899629164682575,0.0515867217472285
1275,-4.863193735555556e-06,2.9096631518087235e-10,1.705773476112442e-05,225,1100,1,1,1,1.3225741599130565e-12,6.465918115130498e-12,8,14,5.221130120217229e-12,1.061625495543832e-12,-1.2248062344612172,-0.2441022878017513
1277,5.171530196078431e-07,2.750657932948136e-10,1.658510757561776e-05,255,1250,1,1,1,1.1002631731792545e-12,5.393446927349286e-12,10,18,4.57702475103424e-12,1.2013685468721629e-12,-1.4572109314627648,-0.0695432680963281
1279,7.294468181818182e-07,1.6014150804393244e-10,1.265470300101636e-05,220,1075,1,1,1,7.448442234601509e-13,3.639579728271192e-12,10,14,3.3346404851612945e-12,1.1957926191633474e-12,-1.2786487400607096,-0.1562726990291018
1280,2.569651521739128e-07,5.74594146604301e-10,2.3970693494438185e-05,230,1125,1,1,1,2.5537517626857827e-12,1.2491177100093503e-11,6,13,1.1051867636104647e-11,2.0028387670352775e-12,-1.4412480388761355,0.0015786263019065
1283,-3.070800617021276e-06,2.2823792723024948e-10,1.5107545374092029e-05,235,1150,1,1,1,9.92338814044563e-13,4.856126111281904e-12,10,16,4.4550331873228784e-12,1.0699546337037866e-12,-1.445297083536546,-0.0366588533093429
1284,4.757372844444444e-06,3.3497057122181115e-10,1.8302201267110226e-05,225,1100,1,1,1,1.522593505553687e-12,7.443790471595803e-12,10,15,7.07394787333142e-12,1.4781533583233272e-12,-1.493489448335262,0.0435996485316159
1285,-3.106115046511628e-06,3.5040908554151187e-10,1.871921701197761e-05,215,1050,1,1,1,1.6686146930548189e-12,8.149048500965393e-12,5,15,7.662370503472856e-12,1.435764153170838e-12,-1.2969285716965775,-0.1077101381816604
1287,-5.272879977272727e-06,3.1216899444522365e-10,1.766830479828848e-05,220,1075,1,1,1,1.4519488113731334e-12,7.094749873755085e-12,10,16,2.677622488912876e-12,8.089266910337264e-13,-0.9435878148284712,-0.7425471521351648
1289,5.600304250000001e-06,7.734991275714955e-10,2.781185228587797e-05,220,1075,1,1,1,3.5976703607976528e-12,1.7579525626624895e-11,6,16,1.6370880319459658e-11,1.8964766092375226e-12,-1.4203019323925783,-0.0285471768367774
1290,-2.601300638297872e-06,7.526838090309124e-10,2.74350835433558e-05,235,1150,1,1,1,3.2725383001344014e-12,1.6014549128317285e-11,4,14,1.4232175022800944e-11,1.6471163684632073e-12,-1.4943381054395897,0.0677713352811727
1292,-3.886106510204082e-06,2.4436833200370463e-10,1.563228492587391e-05,245,1200,1,1,1,1.0182013833487693e-12,4.987108816402136e-12,7,18,3.8928568090820136e-12,7.793616748555501e-13,-1.09922367725984,-0.2657435385753798
1294,-6.532354113636364e-06,4.0458853912428705e-10,2.0114386372054384e-05,220,1086,1,1,1,1.8730950885383663e-12,9.195194071006526e-12,3,12,8.787324516625574e-12,1.0172029956034069e-12,-1.493831266242449,0.0306477188874255
1296,1.4438579479166668e-06,5.902558836876876e-10,2.429518231435376e-05,240,1175,1,1,1,2.5117271646284583e-12,1.2296997576826828e-11,8,15,7.0297515399858156e-12,1.1131367782463794e-12,-0.9583493964245262,-0.5068625914792061
1297,-2.976886348837209e-06,3.6684278524034864e-10,1.9153140349309527e-05,215,1050,1,1,1,1.7468704059064224e-12,8.53122756372904e-12,8,14,4.607859926820918e-12,1.097699923395444e-12,-0.8542806130956548,-0.6621919005054218
1298,2.078967461538462e-06,8.995030625363404e-10,2.999171656535085e-05,260,1275,1,1,1,3.5274629903385907e-12,1.729813581800655e-11,5,17,1.3647947497442772e-11,1.0363089007316792e-12,-1.4928797434776315,0.0792746502347664
1299,-8.361353452380952e-06,2.3058337070816482e-10,1.5184971870509502e-05,210,1025,1,1,1,1.124796930283731e-12,5.490080254956306e-12,6,13,4.502470951827097e-12,8.706446676562489e-13,-1.0754887011605776,-0.3210048026800445
1300,2.7761461250000003e-06,6.222732414659374e-10,2.494540521751325e-05,240,1175,1,1,1,2.647971240280585e-12,1.2964025863873695e-11,5,16,1.021015551188693e-11,1.2291816339709338e-12,-1.221377613537844,-0.1786645867347936
1301,-7.301356875e-07,6.74908765304839e-10,2.5979006241672123e-05,240,1175,1,1,1,2.8719521927865494e-12,1.4060599277184148e-11,2,17,1.1858818326239749e-11,8.973187986413255e-13,-1.4568152658792135,0.0153077749151091
1302,-4.498416720930232e-06,3.538739684484269e-10,1.8811538173377183e-05,215,1061,1,1,1,1.6771278125517865e-12,8.229627173219231e-12,3,15,7.984403452185807e-12,7.552508276970999e-13,-1.4822913025202975,0.0266617039330487
1303,-4.081374836734694e-06,2.67303439517569e-10,1.6349417100238438e-05,245,1200,1,1,1,1.1137643313232044e-12,5.455172235052429e-12,7,14,4.743423318883952e-12,9.64662329970393e-13,-1.396809161661383,0.0310120507980414
1305,-2.1440150222222223e-06,1.3627890780433636e-10,1.1673855738543989e-05,225,1133,1,1,1,6.111161784947819e-13,3.028420173429697e-12,8,16,2.924136029674835e-12,6.704059790046295e-13,-1.4950305092333944,-0.0312144876614172
1306,-3.284475520833334e-06,1.4828923644349988e-10,1.2177406802907583e-05,240,1175,1,1,1,6.310180274191484e-13,3.089359092572914e-12,9,17,2.8038840402363505e-12,7.371401534771699e-13,-1.5093880693369452,0.0479290288388139
1308,-6.566486274509806e-07,6.039780695296588e-10,2.457596528174751e-05,255,1250,1,1,1,2.415912278118636e-12,1.1842707245679586e-11,4,17,9.690137193108002e-12,1.1262494004693897e-12,-1.5011635435122068,0.0570948622119693
1310,1.4527761111111112e-06,8.743626721698125e-10,2.956962414657671e-05,270,1325,1,1,1,3.2994817817728775e-12,1.6191901336478012e-11,7,21,1.1706818911841292e-11,1.493002401331212e-12,-1.2661385564195198,-0.1204692349244673
1312,-5.8163948139534885e-06,5.066546516148737e-10,2.250899046192152e-05,215,1050,1,1,1,2.412641198166066e-12,1.1782666316624971e-11,8,15,9.779660604520474e-12,2.0521418969998297e-12,-1.1459500450982558,-0.2749628655428209
