segment,mean,var,std,len_weighted,gaps_squared,n_peaks,smooth10_n_peaks,smooth20_n_peaks,var_div_duration,var_div_len,diff_peaks,diff2_peaks,diff_var,diff2_var,kurtosis,skew
1646,0.1866468684722222,0.0576029016582321,0.2400060450451865,360,1775,3,1,1,0.0001622616948119,0.0008000403008087,2,1,0.009520890442412,0.0256100828615575,0.1971409960131613,1.2742384118361552
1647,0.2117701201315789,0.0373623817992321,0.1932935120464008,380,1875,2,2,1,9.963301813128564e-05,0.000491610286832,4,8,0.0009297843459618,0.0001969742647187,-1.0785525587938272,0.3587913981094373
1651,0.2224596611428571,0.0470461502825239,0.2169012454609792,350,1725,2,1,1,0.0001363656529928,0.0006720878611789,2,9,0.0011112610603329,0.0002994467918799,-0.4415632045461959,0.8621780645826878
1653,0.0978961633333333,0.0042162409410156,0.0649325876660991,150,725,2,1,1,2.907752373114245e-05,0.0001405413647005,2,3,0.001724262547868,0.0029598075705495,-1.0747009385612698,0.3019568614729687
1658,0.2516428833333333,0.0599403326481163,0.244827148511182,360,1775,2,2,1,0.0001688460074594,0.0008325046201127,3,4,0.0013982619864608,0.0003118989142365,-0.4640203572039278,0.8426599180494739
1662,0.0263143247222222,0.0015628962081327,0.0395334821149463,180,875,2,1,1,8.93083547504446e-06,4.3413783559243896e-05,3,4,0.0006216870294309,0.0014320874501407,-0.4282286881486756,1.0806704737394484
1664,0.0319317052631578,0.0023521846859236,0.0484993266543326,190,925,2,1,1,1.2714511815803552e-05,6.189959699799097e-05,3,3,0.0008502896188627,0.0016332321735266,0.1079537580961371,1.260955170388785
1668,0.0530667013157894,0.0052750032045414,0.0726292172926393,190,925,2,1,1,2.8513530835359006e-05,0.0001388158738037,2,3,0.0015519396374769,0.0030174060418057,-0.539399714250766,1.0151969622840171
1672,0.1730705693877551,0.0253543095195882,0.1592303661981226,245,1200,1,1,1,0.0001056429563316,0.0005174348881548,4,6,0.0007557901491261,0.0003773766655204,-1.4718032968980077,0.4611446023192008
1690,0.1009535480769231,0.0106495113209144,0.1031964695176846,260,1275,2,1,1,4.176278949378203e-05,0.0002047982946329,2,5,0.0009192504447867,0.0015593992262331,-1.0540612066423136,0.7274699784225874
1694,0.144703274137931,0.0308718510536426,0.1757038731890751,290,1425,2,1,1,0.0001083222843987,0.0005322732940283,2,2,0.0026846404912481,0.0063341299567784,-0.9603006935493535,0.811583290056551
1696,0.1111510257142857,0.0255604999081464,0.159876514560915,350,1725,2,1,1,7.408840553085935e-05,0.0003651499986878,3,3,0.0020441398618776,0.0048322816850505,-0.6276608953148415,1.027739772679969
1698,0.233798219047619,0.0842809057294893,0.2903117388764867,420,2075,2,1,1,0.00020308651983,0.0010033441158272,1,2,0.0036368617420585,0.0088086788293009,-1.0105092326694127,0.7851635929664611
1702,0.2627979173529411,0.1021312180696726,0.3195797522836399,340,1675,2,1,1,0.0003048693076706,0.0015019296774951,2,2,0.0060036475577601,0.0142014986575259,-1.0129065487719895,0.7730757019961408
1708,0.2961731813235295,0.1152576404523062,0.3394961567563118,340,1675,2,1,1,0.0003440526580665,0.0016949653007692,1,1,0.0112671999752035,0.0300452794942408,-1.0646063560078491,0.7256883999804471
1714,0.1686966702702702,0.0234992699308507,0.1532947159260577,185,900,3,1,1,0.0001305514996158,0.0006351154035365,3,5,0.0123628284698218,0.0277270563253853,2.061673923482986,1.774506032761746
1715,0.157277114375,0.0581274137119793,0.2410962747783119,240,1199,2,2,1,0.0002452633489956,0.0012109877856662,1,2,0.0166621535371518,0.0328770626716558,1.3686948839035835,1.6609365486027905
1717,0.0607941259523809,0.0119421076973584,0.1092799510310948,210,1025,2,2,1,5.82541838895536e-05,0.0002843358975561,1,2,0.0054183805089712,0.0115403540966287,3.278364754593902,2.0940659176294707
1718,0.12794355375,0.0427640054367221,0.2067945972135688,200,975,3,2,1,0.0002193025919831,0.001069100135918,2,4,0.0406577678415155,0.1076491505162741,1.3284876814436686,1.6056938361496074
1719,0.3305022972222222,0.1490233208641437,0.3860353880982205,180,875,2,1,1,0.0008515618335093,0.0041395366906706,2,3,0.0459774867592625,0.0961598527669834,-0.8658019684742184,0.8167309088887424
1723,0.3123967329411765,0.1434197457777045,0.3787079953971192,170,825,2,1,1,0.0008692105804709,0.0042182278169913,2,3,0.032812591443596,0.0654933051934442,-1.1201544797274157,0.7804584951090155
1724,0.121847269,0.0511389562177589,0.2261392407738183,200,975,3,2,1,0.0002622510575269,0.0012784739054439,2,4,0.0413059340519708,0.1072909199724022,1.813093811922629,1.8116260026050173
1726,0.3097762523809523,0.1686515875054168,0.410672116785906,105,500,2,1,1,0.0016865158750541,0.0080310279764484,2,2,0.0850601132229089,0.2370171499536495,-1.1378673647947268,0.7938081443067161
1727,0.2096417563157894,0.0803090987583701,0.2833886002618492,95,450,2,1,1,0.0008923233195374,0.0042267946714931,2,3,0.0751413122050478,0.2456558421232697,-1.0596690417199894,0.8477825721084358
1737,0.0137168389403973,0.0009005286529049,0.0300088095882682,453,452,2,2,2,1.992320028550748e-06,1.9879219710925784e-06,8,36,1.2051229478820796e-05,9.467052018828384e-06,3.676077196237887,2.207968777845431
1739,0.0305966228484848,0.0038573019958948,0.0621071815162695,495,494,2,2,1,7.808303635414692e-06,7.792529284636075e-06,16,44,1.0640899365974087e-05,6.119725884676269e-06,1.5216641614514357,1.798133755551808
1742,0.0558026168735632,0.0028689062512964,0.0535621718314004,435,434,5,2,2,6.610383067503385e-06,6.595186784589584e-06,35,89,6.182602290641769e-06,8.788053905224474e-06,-0.2387912765837208,0.8549693517030266
1743,0.0264482610697674,0.0009459002794484,0.030755491858341,430,429,3,2,2,2.204895756290168e-06,2.1997680917406563e-06,12,45,1.5911989109412123e-05,1.8707024395367595e-05,0.5420640732132198,1.1929384606901472
1747,0.015136826112676,0.0011064633168869,0.0332635433603658,355,354,2,1,1,3.1256025900761043e-06,3.1167980757378617e-06,4,21,1.4896891926112995e-05,1.109838299464193e-05,2.261875073757928,1.995336791104324
1768,0.0059516542776203,0.0001741676869847,0.0131972605863774,353,352,5,2,1,4.947945652975908e-07,4.933928809766345e-07,7,20,1.0318367543568753e-05,1.444565506959886e-05,3.136704599804367,2.1360547250641617
1772,0.0251077328368794,0.0018975210978149,0.0435605451964847,423,422,6,1,1,4.496495492452593e-06,4.485865479468072e-06,32,45,1.231558797550664e-05,1.3905708298078389e-05,1.1015607888192598,1.6105038334748891
1773,0.0422031018518518,0.0031337293785815,0.0559797229234079,405,404,2,1,1,7.756755887578041e-06,7.737603403905008e-06,38,77,1.0676775672485604e-05,1.0152919050263044e-05,0.4142055675310878,1.3880933048380923
1774,0.0872241507677902,0.0134383291296256,0.1159238074324063,534,533,2,1,1,2.5212625008678467e-05,2.516541035510416e-05,83,126,1.5321184120174488e-05,1.544535390507895e-05,0.6458721370897269,1.4407521972007058
1776,0.1546062842577031,0.0328883465591848,0.181351444877577,357,356,2,1,1,9.238299595276644e-05,9.21242200537391e-05,22,86,3.119086542059258e-05,1.7605906354007656e-05,-1.2093152568628651,0.6891624235406623
1779,0.0554463810381355,0.0081879163137146,0.0904871057870384,472,471,3,2,1,1.7384111069457933e-05,1.7347280325666707e-05,23,56,1.3252857618459448e-05,7.64705425436128e-06,-0.1325529870044373,1.2656108133992885
1781,0.1062420029475982,0.0191630611418877,0.1384307088108985,458,457,2,1,1,4.193230009165815e-05,4.184074485128335e-05,19,45,1.4848986790241577e-05,1.4626195894651315e-05,-0.8963981234648655,0.865647938486684
1800,-8.375030533783784e-06,6.341295599080263e-10,2.5181929233242363e-05,740,10891,5,2,1,7.780730796417502e-13,4.284659188567745e-12,5,9,5.1147784565706985e-11,1.3438547390688562e-10,-1.0635554134401008,0.1570950353432822
1804,2.3139875663461534e-05,8.966620521035037e-10,2.994431585632745e-05,780,20750,2,1,1,9.96291169003893e-13,5.7478336673301506e-12,2,3,3.143740975919186e-11,6.136023996396869e-11,0.1449144505661888,-1.1793362184602392
1810,1.5332640294642856e-05,3.1960478327479187e-10,1.787749376380235e-05,1120,5575,12,4,3,2.8664106123299723e-13,1.4268070681910353e-12,12,21,2.474553953379042e-10,7.053767874245123e-10,1.5847302560567176,0.6517728758988862
1811,3.1775917642857136e-06,4.840165732278672e-10,2.200037666104531e-05,700,3475,6,2,1,6.964267240688736e-13,3.4572612373419084e-12,7,10,1.4781280346737346e-10,4.0483056789630175e-10,0.1832392950011208,0.3932562302724324
1815,-2.303626871717173e-06,3.8428430403974887e-10,1.9603170764948943e-05,990,4925,6,3,1,3.901363492789329e-13,1.94082981838257e-12,6,8,1.411211142025681e-10,3.7332842670152686e-10,1.7198640966306211,0.7937532076371356
1817,-1.9524160754716984e-06,7.580032671895224e-10,2.753185913064213e-05,530,2625,3,1,1,1.443815747027662e-12,7.150974218769081e-12,3,12,5.0345882883986266e-11,7.743266987492675e-11,-1.2606820415412114,0.0632660098129861
1939,5.594184948453608e-06,2.714402116090003e-10,1.6475442683248312e-05,485,2400,3,1,1,5.655004408520839e-13,2.798352697000003e-12,2,3,3.3615031170676955e-11,8.070916509977308e-11,-1.3550270276375522,-0.0147327999157271
1942,1.1027805310377358e-05,1.9878360408307623e-10,1.4099063943506187e-05,530,2625,2,2,1,3.786354363487167e-13,1.8753170196516626e-12,1,3,1.0458552265969379e-11,1.9796667552918124e-11,-1.1815836891205838,-0.0094600712060504
1945,-1.8879913172839503e-05,2.901333194412552e-10,1.7033300309724338e-05,405,2011,3,1,1,7.235244873846764e-13,3.5818928326080884e-12,19,20,7.961135874124427e-12,1.9613949485405974e-11,-1.2821003078542097,-0.2098005535002576
1946,3.2986824590163933e-06,3.5344536800389387e-10,1.8800142765518933e-05,305,17617,2,1,1,8.355682458720897e-13,5.7941863607195716e-12,6,7,2.3213769421795554e-11,5.301344409476887e-11,-1.454176304818026,0.0787713475903819
1947,-1.0565160971428572e-05,2.6745137779327707e-10,1.6353940742013132e-05,350,1736,3,1,1,7.729808606742111e-13,3.820733968475387e-12,3,3,4.191203493568416e-11,8.022784782124378e-11,-1.000596273947046,-0.3254217182725709
1948,-4.6737670373134325e-06,4.2527554610465536e-10,2.0622210019894945e-05,670,5325,2,2,1,6.032277249711424e-13,3.1736981052586224e-12,5,6,7.019435190200691e-11,2.0357665359354046e-10,-0.9653486898338342,-0.4739561026632691
1950,1.066272046875e-05,3.4216677649554376e-10,1.8497750579341907e-05,480,2375,2,2,1,7.203511084116712e-13,3.5642372551619146e-12,2,3,1.8004328840821903e-11,3.5166002799645895e-11,-0.2682115955795616,-0.7112639414741366
1951,3.5545548450704213e-06,4.681177823633438e-10,2.1636029727363198e-05,710,19176,1,1,1,5.681041048098832e-13,3.2966041011503084e-12,2,1,2.492768171223371e-12,4.805527831043453e-12,-0.9360550922389606,-0.6065381011369992
1952,7.5355451375e-06,5.721083777223377e-10,2.3918787128998364e-05,400,7575,1,1,1,1.2303405972523394e-12,7.151354721529223e-12,4,8,3.738736094511428e-12,2.9474576580496927e-12,-0.7158860598449315,-0.5747516098498767
1961,4.732425087719299e-07,2.762628523936228e-10,1.662115677062288e-05,285,1433,2,1,1,9.831418234648498e-13,4.846716708660049e-12,1,2,2.089740205691867e-11,5.4024114232563007e-11,-1.2987933921195367,-0.133055752253307
1963,3.65106231147541e-06,4.359278057642187e-10,2.0878884207835885e-05,305,1533,2,1,1,1.4482651354292982e-12,7.1463574715445685e-12,1,2,3.621849509045718e-11,6.719709321399073e-11,-1.238481956695033,0.0031113877726803
1969,-1.061743655172414e-06,8.260075669951461e-10,2.8740347370815583e-05,290,4425,2,1,1,2.4656942298362574e-12,1.4241509775778384e-11,2,4,1.5052434726494176e-10,3.6486890376640956e-10,-1.100029847021582,0.4747306260283037
1972,4.21977765625e-06,1.7340883226624214e-10,1.3168478737737409e-05,160,3261,1,1,1,8.627305087872744e-13,5.419026008320068e-12,1,3,1.328849011655312e-11,1.4878218612177883e-11,-1.1294459147313782,-0.4197726761970249
1974,2.7345076315789492e-08,2.4455471666385825e-10,1.5638245319212073e-05,190,936,2,1,1,1.3148103046443993e-12,6.435650438522585e-12,2,2,3.240600932085093e-11,5.588526460072602e-11,-1.0291234720236466,-0.2831646977121878
1997,-3.710702432432433e-05,4.416109882994887e-11,6.645381767058148e-06,185,15275,1,1,0,1.496986401015216e-13,1.1935432116202397e-12,2,2,6.504589866820991e-12,1.3006116853142864e-11,-1.2837920932162326,0.3522458095427211
2000,2.7018313387096777e-06,3.503179669074109e-10,1.8716783027737724e-05,310,1525,3,1,1,1.148583498057085e-12,5.650289788829208e-12,2,3,1.9377831669650744e-10,5.680516372283762e-10,0.2751138813205216,0.3768986283623968
2007,-1.078147862222222e-05,3.164439972399922e-10,1.7788872849059106e-05,225,7475,1,0,0,1.0726915160677701e-12,7.032088827555382e-12,2,9,3.563345971352221e-12,4.267483102240388e-12,-0.9404732282351668,-0.7609767107088559
2008,5.071793023255815e-06,4.3865254145216057e-10,2.094403355259346e-05,215,3050,1,1,1,1.7546101658086425e-12,1.0201221894236291e-11,2,2,1.665746959804739e-11,1.1186018187480787e-11,-1.3948281468525303,-0.3634894945104616
2013,3.871657979591837e-06,5.558118690188564e-10,2.3575662642200677e-05,245,1200,3,1,1,2.3158827875785684e-12,1.1343099367731762e-11,3,4,7.72860905729397e-11,1.682824372571117e-10,-0.9654069226587798,-0.2239701504739549
2022,-2.0241685e-06,4.4293804398887774e-10,2.1046093318924485e-05,200,2975,3,1,1,1.884842740378204e-12,1.1073451099721948e-11,3,3,2.562069588280245e-10,8.61022126448005e-10,0.4396557477427865,0.8017510297206263
2026,-5.373102222222227e-07,6.083054350272955e-10,2.466384874725142e-05,225,1100,1,1,1,2.7650247046695248e-12,1.3517898556162122e-11,3,3,2.603506795644008e-11,3.334006068772244e-11,-1.149009005201655,-0.2904759665055366
2053,-1.1464999782608693e-06,2.920587197669789e-10,1.7089725561488076e-05,230,1125,3,1,1,1.2980387545199064e-12,6.349102603629977e-12,2,4,4.3519254388447936e-11,8.255584960082022e-11,-0.5332121014135613,-0.423526214619388
2069,9.016336519607842e-06,3.828828020776236e-10,1.95673912946418e-05,255,1250,1,1,1,1.5315312083104945e-12,7.507505923090658e-12,5,7,9.681369791676527e-12,9.061556303678248e-12,-1.046049035116299,-0.3423723032234838
2070,-2.84764764e-06,3.901940336588528e-10,1.975332968536831e-05,325,1617,2,1,1,1.2155577372549932e-12,6.0029851332131196e-12,9,10,1.7636711973765158e-11,4.2478022664613786e-11,-1.4264841179812764,0.1220441738228388
2071,-1.4941875342857145e-05,1.4962660395157779e-10,1.2232195385603427e-05,245,1200,3,1,1,6.234441831315742e-13,3.0536041622770977e-12,3,6,3.9987172363877215e-11,8.324393643922812e-11,-1.4425646090428537,-0.1935645959365123
2072,-1.295550108e-05,1.1414847411988591e-10,1.0684028927323529e-05,250,1225,2,2,1,4.659121392648405e-13,2.2829694823977186e-12,1,2,4.404785011841059e-11,9.065094585464782e-11,-1.3357697192577875,-0.1694695980992651
2073,1.0273315727272727e-05,4.718557150055821e-10,2.1722240101002065e-05,275,1350,2,1,1,1.7476137592799341e-12,8.579194818283313e-12,1,2,3.8858449726644756e-10,1.3086576440119082e-09,0.2405576021230548,-0.6819903080093447
2084,3.7984639130434778e-06,2.7175452747894554e-10,1.6484978843751835e-05,115,550,2,1,3,2.4704957043540505e-12,1.1815414238215024e-11,1,1,1.972943785391901e-10,5.724663369044202e-10,-1.208027091501764,-0.1825681424103514
2102,5.780094733333334e-06,5.817015696103628e-10,2.411849020171791e-05,75,2350,1,1,1,5.288196087366935e-12,3.878010464069086e-11,1,1,7.586736207491608e-11,2.1356116310775764e-11,-0.6501473173441519,-0.6478003265852122
2106,-2.680279375e-06,5.319853498134807e-10,2.306480760408551e-05,80,399,2,3,2,6.908900646928322e-12,3.324908436334255e-11,1,1,4.980067029367332e-10,1.404658171359439e-09,-1.4822665220330735,0.0506990291154011
2115,2.1389260555555557e-05,2.0574934286963856e-10,1.434396538163832e-05,180,875,2,1,1,1.175710530683649e-12,5.7152595241566265e-12,1,2,6.79151529115347e-11,1.3705846221143607e-10,-1.3499943620241557,-0.011812036806588
2123,-1.4362516333333334e-05,2.918612655847232e-10,1.7083947599566183e-05,150,725,2,1,2,2.012836314377401e-12,9.728708852824104e-12,1,1,2.448747682363563e-10,7.221564984273711e-10,-0.9802842928991726,-0.1844185736194987
